request,Candidate:token,Candidate:id,Candidate,Candidate_Entity:token,Candidate_Entity:id,Candidate_Entity,Election_Status:token,Election_Status:id,Election_Status,Status_of_Candidate:token,Status_of_Candidate:id,Status_of_Candidate,Specific_Party:token,Specific_Party:id,Specific_Party,General_Party:token,General_Party:id,General_Party,Election_Jurisdiction:token,Election_Jurisdiction:id,Election_Jurisdiction,Election_Year:token,Election_Year:id,Election_Year,Election_Type:token,Election_Type:id,Election_Type,Office_Sought:token,Office_Sought:id,Office_Sought,Incumbency_Status:token,Incumbency_Status:id,Incumbency_Status,General_Office:token,General_Office:id,General_Office,#_of_Records,Total_$
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336137&c-r-ot=H",c-t-id,336137,"KING, CANDI",c-t-eid,59095299,"KING, CANDI",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7745,"HOUSE DISTRICT 023",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",150,165196.81
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334670&c-r-ot=S",c-t-id,334670,"FILLINGANE, JOEY E",c-t-eid,13003540,"FILLINGANE, JOEY E",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MS,MS,y,2023,2023,c-r-t,1,Standard,c-r-osid,4494,"SENATE DISTRICT 041",c-t-ico,I,Incumbent,c-r-ot,S,"State Senate",186,164242.77
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336200&c-r-ot=H",c-t-id,336200,"CHERRY, MIKE",c-t-eid,59095362,"CHERRY, MIKE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7796,"HOUSE DISTRICT 074",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",238,164195.63
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=335965&c-r-ot=H",c-t-id,335965,"MOEN JR, WILLIAM F",c-t-eid,47268860,"MOEN JR, WILLIAM F",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NJ,NJ,y,2023,2023,c-r-t,1,Standard,c-r-osid,5339,"ASSEMBLY DISTRICT 005",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",213,163930.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336164&c-r-ot=H",c-t-id,336164,"MOREFIELD, JAMES W (WILL)",c-t-eid,59095326,"MOREFIELD, JAMES W (WILL)",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7765,"HOUSE DISTRICT 043",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",128,163721.60
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336117&c-r-ot=H",c-t-id,336117,"BENNETT-PARKER, ELIZABETH B",c-t-eid,59095279,"BENNETT-PARKER, ELIZABETH B",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7727,"HOUSE DISTRICT 005",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",289,163500.69
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336154&c-r-ot=H",c-t-id,336154,"CAMPBELL, ELLEN H",c-t-eid,58365117,"CAMPBELL, ELLEN H",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7758,"HOUSE DISTRICT 036",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",139,162639.13
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336114&c-r-ot=H",c-t-id,336114,"HOPE, PATRICK A",c-t-eid,59095276,"HOPE, PATRICK A",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7723,"HOUSE DISTRICT 001",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",284,162598.86
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336981&c-r-ot=H",c-t-id,336981,"HILFERTY, STEPHANIE",c-t-eid,59433384,"HILFERTY, STEPHANIE",c-t-ftsts,"Won-Top Two Primary","Won-Top Two Primary",c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3052,"HOUSE DISTRICT 094",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",274,162390.56
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337008&c-r-ot=H",c-t-id,337008,"WILDER, ROGER",c-t-eid,59433407,"WILDER, ROGER",c-t-ftsts,"Won-Top Two Primary","Won-Top Two Primary",c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3029,"HOUSE DISTRICT 071",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",116,162255.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336054&c-r-ot=H",c-t-id,336054,"DECROCE, BETTY LOU",c-t-eid,47164303,"DECROCE, BETTY LOU",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NJ,NJ,y,2023,2023,c-r-t,1,Standard,c-r-osid,5360,"ASSEMBLY DISTRICT 026",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",58,161662.27
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337162&c-r-ot=S",c-t-id,337162,"IVEY, BARRY",c-t-eid,59359779,"IVEY, BARRY",c-t-ftsts,"Lost-Top Two Primary","Lost-Top Two Primary",c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3069,"SENATE DISTRICT 006",c-t-ico,O,Open,c-r-ot,S,"State Senate",18,160750.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=335882&c-r-ot=S",c-t-id,335882,"HENRY, OWEN",c-t-eid,6584028,"HENRY, OWEN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NJ,NJ,y,2023,2023,c-r-t,1,Standard,c-r-osid,5386,"SENATE DISTRICT 012",c-t-ico,O,Open,c-r-ot,S,"State Senate",99,160205.46
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334718&c-r-ot=H",c-t-id,334718,"DEWEESE, CLAY",c-t-eid,58659945,"DEWEESE, CLAY",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MS,MS,y,2023,2023,c-r-t,1,Standard,c-r-osid,4343,"HOUSE DISTRICT 012",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",299,159560.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=335941&c-r-ot=S",c-t-id,335941,"CORRADO, KRISTIN M",c-t-eid,41754333,"CORRADO, KRISTIN M",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NJ,NJ,y,2023,2023,c-r-t,1,Standard,c-r-osid,5414,"SENATE DISTRICT 040",c-t-ico,I,Incumbent,c-r-ot,S,"State Senate",86,158728.18
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=335771&c-r-ot=H",c-t-id,335771,"BOLLING, DESTINY L LEVERE",c-t-eid,58873157,"BOLLING, DESTINY L LEVERE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7802,"HOUSE DISTRICT 080",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",544,157483.39
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=335998&c-r-ot=H",c-t-id,335998,"SCHARFENBERGER, GERARD",c-t-eid,58887300,"SCHARFENBERGER, GERARD",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NJ,NJ,y,2023,2023,c-r-t,1,Standard,c-r-osid,5347,"ASSEMBLY DISTRICT 013",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",129,154627.93
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337005&c-r-ot=H",c-t-id,337005,"WYBLE, JOHN",c-t-eid,58304760,"WYBLE, JOHN",c-t-ftsts,"Won-Top Two Primary","Won-Top Two Primary",c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3033,"HOUSE DISTRICT 075",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",178,154592.77
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337211&c-r-ot=H",c-t-id,337211,"ILLG, JOHN",c-t-eid,59433559,"ILLG, JOHN",c-t-ftsts,"Default Winner-Top Two Primary","Default Winner-Top Two Primary",c-t-sts,9,"Default Winner",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3036,"HOUSE DISTRICT 078",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",317,154590.25
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337110&c-r-ot=H",c-t-id,337110,"VILLIO, DEBBIE",c-t-eid,47942216,"VILLIO, DEBBIE",c-t-ftsts,"Default Winner-Top Two Primary","Default Winner-Top Two Primary",c-t-sts,9,"Default Winner",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3037,"HOUSE DISTRICT 079",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",258,153643.11
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=335989&c-r-ot=H",c-t-id,335989,"PIPERNO, MARILYN",c-t-eid,53410612,"PIPERNO, MARILYN",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NJ,NJ,y,2023,2023,c-r-t,1,Standard,c-r-osid,5345,"ASSEMBLY DISTRICT 011",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",103,152260.24
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337233&c-r-ot=H",c-t-id,337233,"BRASS, KENDRICKS",c-t-eid,59433573,"BRASS, KENDRICKS",c-t-ftsts,"Default Winner-Top Two Primary","Default Winner-Top Two Primary",c-t-sts,9,"Default Winner",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3016,"HOUSE DISTRICT 058",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",259,151741.76
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=335955&c-r-ot=H",c-t-id,335955,"BAILEY JR, DAVE",c-t-eid,58887272,"BAILEY JR, DAVE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NJ,NJ,y,2023,2023,c-r-t,1,Standard,c-r-osid,5337,"ASSEMBLY DISTRICT 003",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",61,150950.16
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336104&c-r-ot=H",c-t-id,336104,"WILKES, BARRY C",c-t-eid,6519379,"WILKES, BARRY C",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NJ,NJ,y,2023,2023,c-r-t,1,Standard,c-r-osid,5372,"ASSEMBLY DISTRICT 038",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",146,150233.77
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334644&c-r-ot=S",c-t-id,334644,"MICHEL, WALTER",c-t-eid,58659871,"MICHEL, WALTER",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MS,MS,y,2023,2023,c-r-t,1,Standard,c-r-osid,4478,"SENATE DISTRICT 025",c-t-ico,I,Incumbent,c-r-ot,S,"State Senate",148,150065.12
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336006&c-r-ot=H",c-t-id,336006,"REYNOLDS-JACKSON, VERLINA",c-t-eid,44269224,"REYNOLDS-JACKSON, VERLINA",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NJ,NJ,y,2023,2023,c-r-t,1,Standard,c-r-osid,5349,"ASSEMBLY DISTRICT 015",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",226,149854.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337093&c-r-ot=H",c-t-id,337093,"BOURRIAQUE, RYAN",c-t-eid,59433473,"BOURRIAQUE, RYAN",c-t-ftsts,"Default Winner-Top Two Primary","Default Winner-Top Two Primary",c-t-sts,9,"Default Winner",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3005,"HOUSE DISTRICT 047",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",217,148916.21
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337013&c-r-ot=H",c-t-id,337013,"IVEY, BRANDON",c-t-eid,59433411,"IVEY, BRANDON",c-t-ftsts,"Won-Top Two Primary","Won-Top Two Primary",c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3023,"HOUSE DISTRICT 065",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",46,147679.28
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337047&c-r-ot=H",c-t-id,337047,"MARCELLE, C DENISE",c-t-eid,6514147,"MARCELLE, C DENISE",c-t-ftsts,"Default Winner-Top Two Primary","Default Winner-Top Two Primary",c-t-sts,9,"Default Winner",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3019,"HOUSE DISTRICT 061",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",186,146037.93
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337041&c-r-ot=H",c-t-id,337041,"BACALA, TONY",c-t-eid,32373990,"BACALA, TONY",c-t-ftsts,"Default Winner-Top Two Primary","Default Winner-Top Two Primary",c-t-sts,9,"Default Winner",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3017,"HOUSE DISTRICT 059",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",465,145601.88
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334899&c-r-ot=H",c-t-id,334899,"READ, JOHN O",c-t-eid,58660126,"READ, JOHN O",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MS,MS,y,2023,2023,c-r-t,1,Standard,c-r-osid,4443,"HOUSE DISTRICT 112",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",185,145400.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=335990&c-r-ot=H",c-t-id,335990,"EULNER, KIM",c-t-eid,58887294,"EULNER, KIM",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NJ,NJ,y,2023,2023,c-r-t,1,Standard,c-r-osid,5345,"ASSEMBLY DISTRICT 011",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",108,144482.39
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337158&c-r-ot=H",c-t-id,337158,"CARLSON, JOSH",c-t-eid,59433519,"CARLSON, JOSH",c-t-ftsts,"Won-Top Two Primary","Won-Top Two Primary",c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3001,"HOUSE DISTRICT 043",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",181,144348.25
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337264&c-r-ot=S",c-t-id,337264,"LAMBERT, EDDIE",c-t-eid,59433595,"LAMBERT, EDDIE",c-t-ftsts,"Default Winner-Top Two Primary","Default Winner-Top Two Primary",c-t-sts,9,"Default Winner",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3081,"SENATE DISTRICT 018",c-t-ico,I,Incumbent,c-r-ot,S,"State Senate",359,144155.06
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336989&c-r-ot=H",c-t-id,336989,"CORMIER, MACK",c-t-eid,59433390,"CORMIER, MACK",c-t-ftsts,"Won-Top Two Primary","Won-Top Two Primary",c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3063,"HOUSE DISTRICT 105",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",478,144053.22
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=335773&c-r-ot=H",c-t-id,335773,"WALKER, TERRENCE LAVELL",c-t-eid,58873159,"WALKER, TERRENCE LAVELL",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7803,"HOUSE DISTRICT 081",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",138,142950.53
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336715&c-r-ot=H",c-t-id,336715,"SCHMIDT, ERIC",c-t-eid,59174619,"SCHMIDT, ERIC",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7737,"HOUSE DISTRICT 015",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",11,142600.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334462&c-r-ot=H",c-t-id,334462,"CHAMBERLIN, RYAN",c-t-eid,42034270,"CHAMBERLIN, RYAN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,FL,FL,y,2023,2023,c-r-t,3,Special,c-r-osid,1162,"HOUSE DISTRICT 024",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",203,142089.31
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336014&c-r-ot=H",c-t-id,336014,"DANIELSEN, JOSEPH (JOE)",c-t-eid,17907809,"DANIELSEN, JOSEPH (JOE)",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NJ,NJ,y,2023,2023,c-r-t,1,Standard,c-r-osid,5351,"ASSEMBLY DISTRICT 017",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",177,140830.01
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336002&c-r-ot=H",c-t-id,336002,"MCCOY, TENNILLE",c-t-eid,48860297,"MCCOY, TENNILLE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NJ,NJ,y,2023,2023,c-r-t,1,Standard,c-r-osid,5348,"ASSEMBLY DISTRICT 014",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",156,138140.21
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337270&c-r-ot=H",c-t-id,337270,"LARVADAIN, ED",c-t-eid,59433598,"LARVADAIN, ED",c-t-ftsts,"Won-Top Two Primary","Won-Top Two Primary",c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,2984,"HOUSE DISTRICT 026",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",206,137873.38
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337288&c-r-ot=H",c-t-id,337288,"LELEUX, PATRICIA",c-t-eid,59433610,"LELEUX, PATRICIA",c-t-ftsts,"Lost-Top Two Primary","Lost-Top Two Primary",c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,2983,"HOUSE DISTRICT 025",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",182,137818.89
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337113&c-r-ot=H",c-t-id,337113,"OWEN, CHARLES (CHUCK)",c-t-eid,47942157,"OWEN, CHARLES (CHUCK)",c-t-ftsts,"Won-Top Two Primary","Won-Top Two Primary",c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,2988,"HOUSE DISTRICT 030",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",328,137682.19
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336044&c-r-ot=H",c-t-id,336044,"FANTASIA, DAWN",c-t-eid,58887329,"FANTASIA, DAWN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NJ,NJ,y,2023,2023,c-r-t,1,Standard,c-r-osid,5358,"ASSEMBLY DISTRICT 024",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",88,137646.25
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=335806&c-r-ot=S",c-t-id,335806,"SAMIRAH, IBRAHEEM S",c-t-eid,58873182,"SAMIRAH, IBRAHEEM S",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7854,"SENATE DISTRICT 032",c-t-ico,O,Open,c-r-ot,S,"State Senate",181,137594.66
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=335891&c-r-ot=S",c-t-id,335891,"PAPPAS, MICHAEL (MIKE)",c-t-eid,53410489,"PAPPAS, MICHAEL (MIKE)",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NJ,NJ,y,2023,2023,c-r-t,1,Standard,c-r-osid,5390,"SENATE DISTRICT 016",c-t-ico,C,Challenger,c-r-ot,S,"State Senate",148,137575.28
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336181&c-r-ot=H",c-t-id,336181,"RATCLIFFE, SARA",c-t-eid,59095343,"RATCLIFFE, SARA",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7784,"HOUSE DISTRICT 062",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",381,137416.23
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337007&c-r-ot=H",c-t-id,337007,"LYONS, RODNEY",c-t-eid,59433406,"LYONS, RODNEY",c-t-ftsts,"Won-Top Two Primary","Won-Top Two Primary",c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3045,"HOUSE DISTRICT 087",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",207,137224.50
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337208&c-r-ot=H",c-t-id,337208,"SCHLEGEL, LAURIE",c-t-eid,52851974,"SCHLEGEL, LAURIE",c-t-ftsts,"Default Winner-Top Two Primary","Default Winner-Top Two Primary",c-t-sts,9,"Default Winner",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3040,"HOUSE DISTRICT 082",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",186,137213.56
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337185&c-r-ot=H",c-t-id,337185,"GLORIOSO, BRIAN",c-t-eid,45817893,"GLORIOSO, BRIAN",c-t-ftsts,"Won-Top Two Primary","Won-Top Two Primary",c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3048,"HOUSE DISTRICT 090",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",147,135879.19
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334758&c-r-ot=H",c-t-id,334758,"HOOD, JOEY",c-t-eid,58659985,"HOOD, JOEY",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MS,MS,y,2023,2023,c-r-t,1,Standard,c-r-osid,4366,"HOUSE DISTRICT 035",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",163,135579.75
