,request,Candidate:token,Candidate:id,Candidate,cand_name,Candidate_Entity:token,Candidate_Entity:id,Candidate_Entity,Election_Status:token,Election_Status:id,Election_Status,Status_of_Candidate:token,Status_of_Candidate:id,race_outcome,Specific_Party:token,Specific_Party:id,party,General_Party:token,General_Party:id,General_Party,Election_Jurisdiction:token,Election_Jurisdiction:id,state,Election_Year:token,Election_Year:id,year,Election_Type:token,Election_Type:id,special_election,Office_Sought:token,Office_Sought:id,district,Incumbency_Status:token,Incumbency_Status:id,Incumbency_Status,General_Office:token,General_Office:id,election_type,#_of_Records,Total_$
1951,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=357339&c-r-ot=H",c-t-id,357339,"JONES, DON",Don Jones,c-t-eid,44423289,"JONES, DON",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,OH,OH,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6088,95,c-t-ico,I,Incumbent,c-r-ot,H,State House,349,280230.15
1952,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=338633&c-r-ot=H",c-t-id,338633,"AKHRAS, SUZANNE",Suzanne Akhras,c-t-eid,59505914,"AKHRAS, SUZANNE",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,IL,IL,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2268,82,c-t-ico,O,Open,c-r-ot,H,State House,367,280097.26
1953,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=415798&c-r-ot=H",c-t-id,415798,"CHRIST, BRAD",Brad Christ,c-t-eid,55406018,"CHRIST, BRAD",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MO,MO,y,2024,2024,c-r-t,1,FALSE,c-r-osid,4203,96,c-t-ico,I,Incumbent,c-r-ot,H,State House,377,280065.82
1954,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=416850&c-r-ot=S",c-t-id,416850,"HINES, KELLY",Kelly Hines,c-t-eid,59853450,"HINES, KELLY",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,OK,OK,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6309,47,c-t-ico,O,Open,c-r-ot,S,State Senate,345,280042.18
1955,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=420383&c-r-ot=S",c-t-id,420383,"PITTMAN, JEFFREY T (JEFF)",Jeffrey T (Jeff) Pittman,c-t-eid,40609440,"PITTMAN, JEFFREY T (JEFF)",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,KS,KS,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2676,5,c-t-ico,I,Incumbent,c-r-ot,S,State Senate,1307,280017.47
1956,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=399358&c-r-ot=S",c-t-id,399358,"KOCH, ERIC A",Eric A Koch,c-t-eid,6592338,"KOCH, ERIC A",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,IN,IN,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2523,44,c-t-ico,I,Incumbent,c-r-ot,S,State Senate,272,279745.74
1957,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=338828&c-r-ot=S",c-t-id,338828,"RUBIO, MARISOL",Marisol Rubio,c-t-eid,43133506,"RUBIO, MARISOL",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,CA,CA,y,2024,2024,c-r-t,1,FALSE,c-r-osid,678,9,c-t-ico,O,Open,c-r-ot,S,State Senate,412,279619.78
1958,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=423536&c-r-ot=H",c-t-id,423536,"CHANEY, LINDA",Linda Chaney,c-t-eid,49845659,"CHANEY, LINDA",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,FL,FL,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1199,61,c-t-ico,I,Incumbent,c-r-ot,H,State House,324,279471
1959,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=339469&c-r-ot=H",c-t-id,339469,"DIXON, JIMMY",Jimmy Dixon,c-t-eid,59506679,"DIXON, JIMMY",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NC,NC,y,2024,2024,c-r-t,1,FALSE,c-r-osid,4713,4,c-t-ico,I,Incumbent,c-r-ot,H,State House,157,279429.38
1960,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=425552&c-r-ot=H",c-t-id,425552,"SAYEGH, NADER",Nader Sayegh,c-t-eid,42620617,"SAYEGH, NADER",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NY,NY,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5842,90,c-t-ico,I,Incumbent,c-r-ot,H,State House,455,278767.46
1961,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=399496&c-r-ot=S",c-t-id,399496,"BUCHANAN, BRIAN W",Brian W Buchanan,c-t-eid,48871372,"BUCHANAN, BRIAN W",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,IN,IN,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2486,7,c-t-ico,I,Incumbent,c-r-ot,S,State Senate,270,278727.3
1962,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=338482&c-r-ot=H",c-t-id,338482,"MILLER, CHRIS",Chris Miller,c-t-eid,44164215,"MILLER, CHRIS",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,IL,IL,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2287,101,c-t-ico,I,Incumbent,c-r-ot,H,State House,54,278070
1963,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=423426&c-r-ot=H",c-t-id,423426,"JOHNSON, CHAD",Chad Johnson,c-t-eid,60003203,"JOHNSON, CHAD",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,FL,FL,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1160,22,c-t-ico,O,Open,c-r-ot,H,State House,421,277512.34
1964,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=338483&c-r-ot=H",c-t-id,338483,"KIFOWIT, STEPHANIE A",Stephanie A Kifowit,c-t-eid,6515077,"KIFOWIT, STEPHANIE A",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,IL,IL,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2270,84,c-t-ico,I,Incumbent,c-r-ot,H,State House,245,276869.74
1965,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=425565&c-r-ot=H",c-t-id,425565,"MCGOWAN, JOHN W",John W Mcgowan,c-t-eid,56953899,"MCGOWAN, JOHN W",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NY,NY,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5849,97,c-t-ico,I,Incumbent,c-r-ot,H,State House,325,276797
1966,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=425218&c-r-ot=S",c-t-id,425218,"NEEDLEMAN, NORMAN M",Norman M Needleman,c-t-eid,7109146,"NEEDLEMAN, NORMAN M",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,CT,CT,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1051,33,c-t-ico,I,Incumbent,c-r-ot,S,State Senate,134,276274.6
1967,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=411950&c-r-ot=H",c-t-id,411950,"HAWKINS, LEE",Lee Hawkins,c-t-eid,6840501,"HAWKINS, LEE",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,GA,GA,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1351,27,c-t-ico,I,Incumbent,c-r-ot,H,State House,336,276200
1968,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=338451&c-r-ot=H",c-t-id,338451,"LAPOINTE, LINDSEY",Lindsey Lapointe,c-t-eid,29477170,"LAPOINTE, LINDSEY",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,IL,IL,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2205,19,c-t-ico,I,Incumbent,c-r-ot,H,State House,351,275844.91
1969,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=341080&c-r-ot=H",c-t-id,341080,"MANUEL, CHRISTIAN",Christian Manuel,c-t-eid,59509619,"MANUEL, CHRISTIAN",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,TX,TX,y,2024,2024,c-r-t,1,FALSE,c-r-osid,7395,22,c-t-ico,I,Incumbent,c-r-ot,H,State House,227,275723.84
1970,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=416458&c-r-ot=H",c-t-id,416458,"MATA, LUIS",Luis Mata,c-t-eid,59849671,"MATA, LUIS",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,TN,TN,y,2024,2024,c-r-t,1,FALSE,c-r-osid,7182,49,c-t-ico,C,Challenger,c-r-ot,H,State House,1542,275511.8
1971,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=338529&c-r-ot=H",c-t-id,338529,"MOELLER, ANNA",Anna Moeller,c-t-eid,19002270,"MOELLER, ANNA",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,IL,IL,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2229,43,c-t-ico,I,Incumbent,c-r-ot,H,State House,250,275142.51
1972,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=416058&c-r-ot=S",c-t-id,416058,"DEVINE, TAMEIKA ISAAC",Tameika Isaac Devine,c-t-eid,8092775,"DEVINE, TAMEIKA ISAAC",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,SC,SC,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6996,19,c-t-ico,I,Incumbent,c-r-ot,S,State Senate,983,274985.24
1973,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=357340&c-r-ot=H",c-t-id,357340,"BLASDEL, MONICA",Monica Blasdel,c-t-eid,59515571,"BLASDEL, MONICA",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,OH,OH,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6072,79,c-t-ico,I,Incumbent,c-r-ot,H,State House,473,274950.83
1974,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=418203&c-r-ot=S",c-t-id,418203,"COMRIE JR, LEROY G",Leroy G Comrie Jr,c-t-eid,26157751,"COMRIE JR, LEROY G",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NY,NY,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5916,14,c-t-ico,I,Incumbent,c-r-ot,S,State Senate,644,274514
1975,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=399299&c-r-ot=S",c-t-id,399299,"CHARBONNEAU, ED",Ed Charbonneau,c-t-eid,6675181,"CHARBONNEAU, ED",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,IN,IN,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2484,5,c-t-ico,I,Incumbent,c-r-ot,S,State Senate,320,274322.39
1976,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=416803&c-r-ot=S",c-t-id,416803,"GRELLNER, RANDY",Randy Grellner,c-t-eid,8830164,"GRELLNER, RANDY",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,OK,OK,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6283,21,c-t-ico,O,Open,c-r-ot,S,State Senate,194,273998.47
1977,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=414590&c-r-ot=S",c-t-id,414590,"AMABILE, JUDY",Judy Amabile,c-t-eid,59831112,"AMABILE, JUDY",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,CO,CO,y,2024,2024,c-r-t,1,FALSE,c-r-osid,824,18,c-t-ico,O,Open,c-r-ot,S,State Senate,896,273710.74
1978,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=414654&c-r-ot=H",c-t-id,414654,"HAFEN, GREGORY",Gregory Hafen,c-t-eid,59832294,"HAFEN, GREGORY",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NV,NV,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5618,36,c-t-ico,I,Incumbent,c-r-ot,H,State House,212,273576.48
1979,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=338556&c-r-ot=H",c-t-id,338556,"DEERING, REGAN",Regan Deering,c-t-eid,59505862,"DEERING, REGAN",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,IL,IL,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2274,88,c-t-ico,O,Open,c-r-ot,H,State House,368,273551.2
1980,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=423346&c-r-ot=S",c-t-id,423346,"FINE, RANDY",Randy Fine,c-t-eid,60003123,"FINE, RANDY",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,FL,FL,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1278,19,c-t-ico,O,Open,c-r-ot,S,State Senate,501,273458
1981,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=341328&c-r-ot=H",c-t-id,341328,"SLAWSON, SHELBY",Shelby Slawson,c-t-eid,48644840,"SLAWSON, SHELBY",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,TX,TX,y,2024,2024,c-r-t,1,FALSE,c-r-osid,7432,59,c-t-ico,I,Incumbent,c-r-ot,H,State House,200,273230.42
1982,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=397651&c-r-ot=H",c-t-id,397651,"MULLINS, KYLE J",Kyle J Mullins,c-t-eid,44449741,"MULLINS, KYLE J",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,PA,PA,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6549,112,c-t-ico,I,Incumbent,c-r-ot,H,State House,416,272680
1983,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=339593&c-r-ot=H",c-t-id,339593,"HUNEYCUTT, CODY",Cody Huneycutt,c-t-eid,59506781,"HUNEYCUTT, CODY",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NC,NC,y,2024,2024,c-r-t,1,FALSE,c-r-osid,4776,67,c-t-ico,C,Challenger,c-r-ot,H,State House,415,272519.95
1984,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=357603&c-r-ot=H",c-t-id,357603,"OSBORNE, DAVID W",David W Osborne,c-t-eid,6668176,"OSBORNE, DAVID W",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,KY,KY,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2809,59,c-t-ico,I,Incumbent,c-r-ot,H,State House,138,272249.7
1985,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=418665&c-r-ot=H",c-t-id,418665,"CALDIER, MICHELLE D",Michelle D Caldier,c-t-eid,15737439,"CALDIER, MICHELLE D",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WA,WA,y,2024,2024,c-r-t,1,FALSE,c-r-osid,8297, 026-POSITION 2,c-t-ico,I,Incumbent,c-r-ot,H,State House,333,271972
1986,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=416740&c-r-ot=S",c-t-id,416740,"OBERACKER, PETER",Peter Oberacker,c-t-eid,59850016,"OBERACKER, PETER",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NY,NY,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5953,51,c-t-ico,I,Incumbent,c-r-ot,S,State Senate,422,271817.19
1987,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=418934&c-r-ot=S",c-t-id,418934,"BOHACEK, MIKE",Mike Bohacek,c-t-eid,38525898,"BOHACEK, MIKE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,IN,IN,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2487,8,c-t-ico,I,Incumbent,c-r-ot,S,State Senate,170,271725.79
1988,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=411585&c-r-ot=S",c-t-id,411585,"BEARDEN, TIMOTHY",Timothy Bearden,c-t-eid,59827991,"BEARDEN, TIMOTHY",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,GA,GA,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1584,30,c-t-ico,I,Incumbent,c-r-ot,S,State Senate,286,271297
1989,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=417293&c-r-ot=S",c-t-id,417293,"WINTERS, SHARON",Sharon Winters,c-t-eid,59858057,"WINTERS, SHARON",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AZ,AZ,y,2024,2024,c-r-t,1,FALSE,c-r-osid,494,13,c-t-ico,C,Challenger,c-r-ot,S,State Senate,4392,270820.97
1990,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=338632&c-r-ot=H",c-t-id,338632,"PORTER, AARON",Aaron Porter,c-t-eid,59505913,"PORTER, AARON",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,IL,IL,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2267,81,c-t-ico,C,Challenger,c-r-ot,H,State House,93,270784.6
1991,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=417218&c-r-ot=S",c-t-id,417218,"MESNARD, J D",J D Mesnard,c-t-eid,6690618,"MESNARD, J D",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AZ,AZ,y,2024,2024,c-r-t,1,FALSE,c-r-osid,494,13,c-t-ico,I,Incumbent,c-r-ot,S,State Senate,356,270776
1992,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=425451&c-r-ot=H",c-t-id,425451,"BRAUNSTEIN, EDWARD C",Edward C Braunstein,c-t-eid,6512489,"BRAUNSTEIN, EDWARD C",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NY,NY,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5778,26,c-t-ico,I,Incumbent,c-r-ot,H,State House,339,270731
1993,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=425514&c-r-ot=H",c-t-id,425514,"LEE, GRACE",Grace Lee,c-t-eid,46285968,"LEE, GRACE",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NY,NY,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5817,65,c-t-ico,I,Incumbent,c-r-ot,H,State House,537,270534.7
1994,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=416867&c-r-ot=S",c-t-id,416867,"DOSSETT, JO ANNA",Jo Anna Dossett,c-t-eid,42742970,"DOSSETT, JO ANNA",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,OK,OK,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6297,35,c-t-ico,I,Incumbent,c-r-ot,S,State Senate,789,270356.32
1995,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=414644&c-r-ot=H",c-t-id,414644,"KASAMA, HEIDI W",Heidi W Kasama,c-t-eid,18780959,"KASAMA, HEIDI W",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NV,NV,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5584,2,c-t-ico,I,Incumbent,c-r-ot,H,State House,172,270340.6
1996,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=338516&c-r-ot=H",c-t-id,338516,"ELIK, AMY",Amy Elik,c-t-eid,15989991,"ELIK, AMY",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,IL,IL,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2297,111,c-t-ico,I,Incumbent,c-r-ot,H,State House,304,270295.72
1997,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=426543&c-r-ot=S",c-t-id,426543,"TURNER III, CLARENCE ROSS",Clarence Ross Turner Iii,c-t-eid,8278129,"TURNER III, CLARENCE ROSS",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,SC,SC,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6985,8,c-t-ico,I,Incumbent,c-r-ot,S,State Senate,453,270293.77
1998,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=416717&c-r-ot=S",c-t-id,416717,"BAILEY, JAMAAL T",Jamaal T Bailey,c-t-eid,41755727,"BAILEY, JAMAAL T",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NY,NY,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5938,36,c-t-ico,I,Incumbent,c-r-ot,S,State Senate,221,270280
1999,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=418409&c-r-ot=H",c-t-id,418409,"CORRY, CHRIS",Chris Corry,c-t-eid,45285287,"CORRY, CHRIS",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WA,WA,y,2024,2024,c-r-t,1,FALSE,c-r-osid,8266, 015-POSITION 1,c-t-ico,I,Incumbent,c-r-ot,H,State House,377,268727
2000,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=419873&c-r-ot=S",c-t-id,419873,"STAFSHOLT, ROB",Rob Stafsholt,c-t-eid,3062383,"STAFSHOLT, ROB",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2024,2024,c-r-t,1,FALSE,c-r-osid,8758,10,c-t-ico,I,Incumbent,c-r-ot,S,State Senate,741,268164
2001,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=340191&c-r-ot=H",c-t-id,340191,"ARP, DEAN",Dean Arp,c-t-eid,59507256,"ARP, DEAN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NC,NC,y,2024,2024,c-r-t,1,FALSE,c-r-osid,4778,69,c-t-ico,I,Incumbent,c-r-ot,H,State House,175,267830.85
2002,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=418873&c-r-ot=S",c-t-id,418873,"SANDERS, RITA",Rita Sanders,c-t-eid,49286790,"SANDERS, RITA",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,101,NONPARTISAN,c-t-p,4,Nonpartisan,s,NE,NE,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5069,45,c-t-ico,I,Incumbent,c-r-ot,S,State Senate,406,267537.44
2003,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=341241&c-r-ot=H",c-t-id,341241,"DAVIS, YVONNE",Yvonne Davis,c-t-eid,4631344,"DAVIS, YVONNE",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,TX,TX,y,2024,2024,c-r-t,1,FALSE,c-r-osid,7484,111,c-t-ico,I,Incumbent,c-r-ot,H,State House,198,267248.97
2004,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=397768&c-r-ot=H",c-t-id,397768,"OLSOMMER, JEFFREY",Jeffrey Olsommer,c-t-eid,4705280,"OLSOMMER, JEFFREY",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,PA,PA,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6576,139,c-t-ico,O,Open,c-r-ot,H,State House,183,267142.1
