State,Race,Year,District,Republican Candidate,Republican Wiki URL,Republican Vote %,Democrat Candidate,Democrat Wiki URL,Democrat Vote %,Winner,Republican Campaign Site,Democrat Campaign Site,Republican Campaign Facebook,Republican Campaign X,Republican Campaign Instagram,Republican Personal Website,Republican Personal Facebook,Republican Personal LinkedIn,Democrat Campaign Facebook,Democrat Campaign X,Democrat Campaign Instagram,Democrat Personal Website,Democrat Personal Facebook,Democrat Personal LinkedIn
Florida,US House of Representatives,2024,26,Mario Díaz-Balart,https://en.wikipedia.org/wiki/Mario_D%C3%ADaz-Balart,70.9,Joey Atkins,"",29.1,Mario Díaz-Balart,http://mariodiazbalart.org,https://www.joeyforcongress.com/,"","","","","","",https://www.facebook.com/profile.php?id=61559272162414,"",https://www.instagram.com/joey4florida/,"",https://www.facebook.com/profile.php?id=100011270014279,""
Florida,US House of Representatives,2024,27,Maria Elvira Salazar,https://en.wikipedia.org/wiki/Maria_Elvira_Salazar,60.4,Lucia Baez-Geller,"",39.6,Maria Elvira Salazar,http://mariaelvirasalazar.com,https://luciabaezgeller.com/,"","","","","","",https://www.facebook.com/electluciabaezgeller,https://x.com/luciabaezgeller,https://www.instagram.com/luciabaezgeller,"",https://www.facebook.com/profile.php?id=560731186,https://www.linkedin.com/in/lucia-baez-geller-a3222718/
Florida,US House of Representatives,2024,28,Carlos Giménez,https://en.wikipedia.org/wiki/Carlos_A._Gim%C3%A9nez,64.6,Phil Ehr,"",35.4,Carlos Giménez,http://carlosgimenezforcongress.com,https://ehrforcongress.us/,"","","","","","",https://www.facebook.com/PhilEhrFlorida,https://x.com/PhilEhr,https://www.instagram.com/phil.ehr,"",https://www.facebook.com/phil.ehr,https://www.linkedin.com/in/philehr/
South Carolina,US House of Representatives,2024,1,Nancy Mace,https://en.wikipedia.org/wiki/Nancy_Mace,58.2,Michael B. Moore,"",41.6,Nancy Mace,http://nancymace.org,"","","","","","","","","","","","",""
South Carolina,US House of Representatives,2024,2,Joe Wilson,https://en.wikipedia.org/wiki/Joe_Wilson_(American_politician),59.5,David Robinson,"",40.3,Joe Wilson,http://joemeansjobs.com,https://davidrobinsonforcongress.com/,"","","","","","",https://www.facebook.com/davidrobinsonforcongress,https://x.com/VoteDavid2026,https://www.instagram.com/davidrobinsonforcongress,"",https://www.facebook.com/Mr.David.Robinsonii,https://www.linkedin.com/in/david-robinson-ii-009880171/
South Carolina,US House of Representatives,2024,3,Sheri Biggs,https://en.wikipedia.org/wiki/Sheri_Biggs,71.7,Bryon Best,"",25.3,Sheri Biggs,http://sheribiggs.com,https://bryonbestforcongress.com,"","","","","","",https://www.facebook.com/profile.php?id=61562425559798,"",https://www.instagram.com/bestforcongressd3,"",https://www.facebook.com/bryan.l.best,""
South Carolina,US House of Representatives,2024,4,William Timmons,https://en.wikipedia.org/wiki/William_Timmons_(politician),59.7,Kathryn Harvey,"",37.2,William Timmons,http://votetimmons.com,https://www.kathrynforcongress.com/,"","","","","","",https://www.facebook.com/profile.php?id=61557913161841,https://x.com/kathrynforcd4,https://www.instagram.com/Kathrynforcongress,"",https://www.facebook.com/kathryn.harvey.503,https://www.linkedin.com/in/kathryn-harvey-9b64883/
South Carolina,US House of Representatives,2024,5,Ralph Norman,https://en.wikipedia.org/wiki/Ralph_Norman,63.5,Evangeline Hundley,"",36.3,Ralph Norman,http://electralphnorman.com,https://ehundleyforcongress.com/,"","","","","","",https://www.facebook.com/district5eva/,https://x.com/district5eva,https://www.instagram.com/district5eva/,"",https://www.facebook.com/profile.php?id=100081265689198,https://www.linkedin.com/in/evangeline-hundley-04a351239/
South Carolina,US House of Representatives,2024,6,Duke Buckner,"",36.7,Jim Clyburn,https://en.wikipedia.org/wiki/Jim_Clyburn,59.5,Jim Clyburn,https://dukebuckner.com/,http://clyburnforcongress.com,https://www.facebook.com/DukeForCongress/,https://x.com/DukeforCongress,https://www.instagram.com/dukeforcongress,"",https://www.facebook.com/votedukebucknerforcongress,https://www.linkedin.com/in/dwayne-duke-buckner-b18a747/,"","","","","",""
South Carolina,US House of Representatives,2024,7,Russell Fry,https://en.wikipedia.org/wiki/Russell_Fry_(politician),64.9,Mal Hyman,"",35.0,Russell Fry,http://russellfrysc.com,https://malhyman.com,"","","","","","",https://www.facebook.com/Mal4Congress,https://x.com/Mal4Congress,https://www.instagram.com/mal4congress/,"","",https://www.linkedin.com/in/mal-hyman-66a0a8a/
Tennessee,US House of Representatives,2024,1,Diana Harshbarger,https://en.wikipedia.org/wiki/Diana_Harshbarger,78.08,Kevin Jenkins,"",19.39,Diana Harshbarger,http://votediana.com,https://www.votekevinjenkins.org,"","","","","","",https://www.facebook.com/profile.php?id=61560423575077,"",https://www.instagram.com/kevinjenkins_official/,"","",https://www.linkedin.com/in/kevin-jenkins-2661a2167/
Tennessee,US House of Representatives,2024,2,Tim Burchett,https://en.wikipedia.org/wiki/Tim_Burchett,69.26,Jane George,"",30.74,Tim Burchett,http://burchettforcongress.com,https://www.janegeorgetn.com,"","","","","","",https://www.facebook.com/janegeorgetn,https://x.com/JaneGeorgeTN,https://www.instagram.com/janegeorgetn2024,"",https://www.facebook.com/jane.george2,https://www.linkedin.com/in/dr-jane-george-ma-dc-bb5b538/
Tennessee,US House of Representatives,2024,3,Chuck Fleischmann,https://en.wikipedia.org/wiki/Chuck_Fleischmann,67.51,Jack Allen,"",29.36,Chuck Fleischmann,http://chuckforcongress.com,https://jackallenforcongress.com,"","","","","","",https://www.facebook.com/jackallenforcongress,https://x.com/jackallenTN,https://www.instagram.com/jackallenforcongress,"",https://www.facebook.com/jack.allen.16718,https://www.linkedin.com/in/jack-allen-b37b8378/
Tennessee,US House of Representatives,2024,4,Scott DesJarlais,https://en.wikipedia.org/wiki/Scott_DesJarlais,69.95,Victoria Broderick,"",26.76,Scott DesJarlais,http://scottdesjarlais.com,https://www.victoria4tennessee.org/,"","","","","","",https://www.facebook.com/profile.php?id=61557315091623,https://x.com/Victoria4Tn,https://www.instagram.com/victoria4congress,"",https://www.facebook.com/victoria.broderick.94,https://www.linkedin.com/in/victoria-broderick-767386b3/
Tennessee,US House of Representatives,2024,5,Andy Ogles,https://en.wikipedia.org/wiki/Andy_Ogles,56.85,Maryam Abolfazli,"",39.47,Andy Ogles,http://andyogles.com,https://maryamforcongress.com,"","","","","","",https://www.facebook.com/profile.php?id=61558305234472,https://x.com/maryamfortn,https://www.instagram.com/maryamforcongress,"",https://www.facebook.com/maryam.abolfazli,https://www.linkedin.com/in/maryam-a-7421121/
Tennessee,US House of Representatives,2024,6,John Rose,https://en.wikipedia.org/wiki/John_Rose_(Tennessee_politician),68.0,Lore Bergman,"",32.0,John Rose,http://johnrose.com,https://www.lorebergman.org,"","","","","","",https://www.facebook.com/people/Lore-Bergman-for-US-Congress/61583487337235/,"",https://www.instagram.com/bergman4cd6tn/,"","",""
Tennessee,US House of Representatives,2024,7,Mark Green,https://en.wikipedia.org/wiki/Mark_Green_(Tennessee_politician),59.5,Megan Barry,https://en.wikipedia.org/wiki/Megan_Barry,38.05,Mark Green,https://markgreentn.com/,http://meganbarry.com,https://www.facebook.com/MarkGreenTN/,https://x.com/DrMarkGreen4TN,"","",https://www.facebook.com/markegreen,https://www.linkedin.com/in/mark-e-green-md-4200578/,"","","","","",""
Tennessee,US House of Representatives,2024,8,David Kustoff,https://en.wikipedia.org/wiki/David_Kustoff,72.34,Sarah Freeman,"",25.59,David Kustoff,http://kustoffforcongress.com,https://bluevoterguide.org/TN/candidate_Sarah_Freeman/548030,"","","","","","","","","","","",""
Tennessee,US House of Representatives,2024,9,Charlotte Bergman,"",25.66,Steve Cohen,https://en.wikipedia.org/wiki/Steve_Cohen_(politician),71.31,Steve Cohen,https://electbergmann.com,http://cohenforcongress.com,https://www.facebook.com/ElectBergmann/,https://x.com/ElectBergmann,https://www.instagram.com/electbergmann/,"",https://www.facebook.com/charlotte.bergmann.9,"","","","","","",""
Texas,US House of Representatives,2024,1,Nathaniel Moran,https://en.wikipedia.org/wiki/Nathaniel_Moran,100.0,"","",,Nathaniel Moran,http://nathanielmoran.com,"","","","","","","","","","","","",""
Texas,US House of Representatives,2024,2,Dan Crenshaw,https://en.wikipedia.org/wiki/Dan_Crenshaw,65.66,Peter Filler,"",34.34,Dan Crenshaw,http://crenshawforcongress.com,https://peterfiller.com/,"","","","","","",https://www.facebook.com/profile.php?id=61550796742484,https://x.com/Peter_Filler,https://www.instagram.com/peter_filler,"",https://www.facebook.com/PeterFiller,https://www.linkedin.com/in/peter-filler-98262460/
Texas,US House of Representatives,2024,3,Keith Self,https://en.wikipedia.org/wiki/Keith_Self,62.5,Sandeep Srivastava,"",37.6,Keith Self,http://keithself.com,https://sandeepforcongress.com/,"","","","","","",https://www.facebook.com/sandeepfortexas/,https://x.com/sandeepfortexas,https://www.instagram.com/sandeepforcongress,"",https://www.facebook.com/sandeep.srivastava.18,https://www.linkedin.com/in/sandeep-srivastava-90777449/
Texas,US House of Representatives,2024,4,Pat Fallon,https://en.wikipedia.org/wiki/Pat_Fallon,68.4,Simon Cardell,"",31.6,Pat Fallon,http://fallonforcongress.com,https://www.simon4texas.com,"","","","","","",https://www.facebook.com/simon4texas,https://x.com/simon4texas,https://www.instagram.com/simon4texas/,"",https://www.facebook.com/profile.php?id=61554328792777,""
Texas,US House of Representatives,2024,5,Lance Gooden,https://en.wikipedia.org/wiki/Lance_Gooden,64.1,Ruth Torres,"",35.9,Lance Gooden,http://lancegooden.com,"","","","","","","",https://www.facebook.com/TruthInCongress/,https://x.com/TruthInCongress,https://www.instagram.com/truthincongress,"",https://www.facebook.com/TruthInCongressTX,https://www.linkedin.com/in/hrdoctor/
Texas,US House of Representatives,2024,6,Jake Ellzey,https://en.wikipedia.org/wiki/Jake_Ellzey,65.68,John Love III,"",34.32,Jake Ellzey,http://ellzeyfortexas.com,https://mcqueenforcongress.com/,"","","","","","",https://www.facebook.com/mcqueenforcongress,"","","",https://www.facebook.com/dan.mcqueen.714034/,""
Texas,US House of Representatives,2024,7,Caroline Kane,"",38.8,Lizzie Fletcher,https://en.wikipedia.org/wiki/Lizzie_Fletcher,61.2,Lizzie Fletcher,https://www.tinablumcohen.com/,http://lizziefletcher.com,"","",https://www.instagram.com/tinacohen18/,"",https://www.facebook.com/tb.cohen,https://www.linkedin.com/in/tina-cohen-776b3020/,"","","","","",""
Texas,US House of Representatives,2024,8,Morgan Luttrell,https://en.wikipedia.org/wiki/Morgan_Luttrell,68.2,Laura Jones,"",31.8,Morgan Luttrell,http://morganluttrell.com,https://www.justinholland.org/,"","","","","","",https://www.facebook.com/JH4TX/,https://x.com/justinaholland,https://www.instagram.com/justinaholland/,"",https://www.facebook.com/justinaholland,https://www.linkedin.com/in/justin-holland-1b0b656/
Texas,US House of Representatives,2024,9,"","",,Al Green,https://en.wikipedia.org/wiki/Al_Green_(politician),100.0,Al Green,"",http://algreen.org,"","","","","","","","","","","",""
Texas,US House of Representatives,2024,10,Michael McCaul,https://en.wikipedia.org/wiki/Michael_McCaul,65.2,Theresa Boisseau,"",34.8,Michael McCaul,http://michaelmccaul.com,https://vote-usa.org/Intro.aspx?State=TX&Id=TXBoisseauTheresa,"","","","","","","","","","","",""
Texas,US House of Representatives,2024,11,August Pfluger,https://en.wikipedia.org/wiki/August_Pfluger,100.0,"","",,August Pfluger,http://augustpfluger.com,"","","","","","","","","","","","",""
Texas,US House of Representatives,2024,12,Craig Goldman,https://en.wikipedia.org/wiki/Craig_Goldman,63.5,Trey Hunt,"",36.5,Craig Goldman,http://craiggoldman.org,https://treyonthehunt.com,"","","","","","",https://www.facebook.com/TreyOnTheHunt,https://x.com/Hunt4House,https://www.instagram.com/votehunt2024/,"",https://www.facebook.com/TreyJHunt,https://www.linkedin.com/in/trey-hunt-0a87831aa/
Texas,US House of Representatives,2024,13,Ronny Jackson,https://en.wikipedia.org/wiki/Ronny_Jackson,100.0,"","",,Ronny Jackson,http://ronnyjacksontx.com,"","","","","","","","","","","","",""
Texas,US House of Representatives,2024,14,Randy Weber,https://en.wikipedia.org/wiki/Randy_Weber,68.69,Rhonda Hart,"",31.31,Randy Weber,http://randyweber.org,https://www.hart4congress.com/,"","","","","","",https://www.facebook.com/KimsMom3,"",https://www.instagram.com/hart4congress,"","",https://www.linkedin.com/in/rhondahart700/
Texas,US House of Representatives,2024,15,Monica De La Cruz,https://en.wikipedia.org/wiki/Monica_De_La_Cruz,57.11,Michelle Vallejo,"",42.89,Monica De La Cruz,http://monicaforcongress.us,https://www.michellefortx15.com,"","","","","","",https://www.facebook.com/michellevfortx,https://x.com/MichelleVforTX,https://www.instagram.com/michellevfortx/,"",https://www.facebook.com/michelle.vallejo1,https://www.linkedin.com/in/vallejomichelle/
Texas,US House of Representatives,2024,16,Irene Armendariz-Jackson,"",40.46,Veronica Escobar,https://en.wikipedia.org/wiki/Veronica_Escobar,59.54,Veronica Escobar,https://irenearmendarizjackson.com,http://veronicaescobar.com,https://www.facebook.com/IreneParaElCongreso,"","","",https://www.facebook.com/Ireneajackson,https://www.linkedin.com/in/irene-armendariz-jackson-ma-59b3a426/,"","","","","",""
Texas,US House of Representatives,2024,17,Pete Sessions,https://en.wikipedia.org/wiki/Pete_Sessions,66.35,Mark Lorenzen,"",33.65,Pete Sessions,http://petesessions.com,https://marklorenzen.org,"","","","","","",https://www.facebook.com/drmarklorenzen,https://x.com/DrMarkLorenzen,https://www.instagram.com/drmarklorenzen,"","",""
Texas,US House of Representatives,2024,18,Lana Centonze,"",30.6,Sylvester Turner,https://en.wikipedia.org/wiki/Sylvester_Turner,69.4,Sylvester Turner,https://www.lanacentonzeforcongress.com,http://sylvesterturner.house.gov,https://www.facebook.com/profile.php?id=61552564680554,https://x.com/LanaCentonzeTX,https://www.instagram.com/lanacentonzeforcongress/,"",https://www.facebook.com/lana.centonze,"","","","","","",""
Texas,US House of Representatives,2024,19,Jodey Arrington,https://en.wikipedia.org/wiki/Jodey_Arrington,80.7,"","",,Jodey Arrington,http://jodeyarrington.com,"","","","","","","","","","","","",""
Texas,US House of Representatives,2024,20,"","",,Joaquin Castro,https://en.wikipedia.org/wiki/Joaquin_Castro,100.0,Joaquin Castro,"",http://castroforcongress.com,"","","","","","","","","","","",""
Texas,US House of Representatives,2024,21,Chip Roy,https://en.wikipedia.org/wiki/Chip_Roy,61.85,Kristin Hook,"",36.06,Chip Roy,http://chiproy.com,https://mcqueenforcongress.com/,"","","","","","",https://www.facebook.com/mcqueenforcongress,"","","",https://www.facebook.com/dan.mcqueen.714034/,""
Texas,US House of Representatives,2024,22,Troy Nehls,https://en.wikipedia.org/wiki/Troy_Nehls,62.12,Marquette Greene-Scott,"",37.88,Troy Nehls,http://nehlsforcongress.com,https://marquettegreenescott.com,"","","","","","",https://www.facebook.com/mgreenescott,"",https://www.instagram.com/mgreenescott/,"",https://www.facebook.com/marquettegreenescott,""
Texas,US House of Representatives,2024,23,Tony Gonzales,https://en.wikipedia.org/wiki/Tony_Gonzales,62.3,Santos Limon,"",37.7,Tony Gonzales,http://tonygonzalesforcongress.com,https://santoslimonforcongress.com/,"","","","","","",https://www.facebook.com/limonforcongress/,https://x.com/SantosLimonTX,"","","",""
Texas,US House of Representatives,2024,24,Beth Van Duyne,https://en.wikipedia.org/wiki/Beth_Van_Duyne,60.3,Sam Eppler,"",39.7,Beth Van Duyne,http://bethfortexas.com,https://sameppler.com/,"","","","","","",https://www.facebook.com/samepplertx,https://x.com/sameppler,https://www.instagram.com/samfortexas/,"",https://www.facebook.com/sam.eppler.5,https://www.linkedin.com/in/sam-eppler-48b0bab1/
Texas,US House of Representatives,2024,25,Roger Williams,https://en.wikipedia.org/wiki/Roger_Williams_(Texas_politician),99.4,"","",,Roger Williams,http://rogerforcongress.com,"","","","","","","","","","","","",""
Texas,US House of Representatives,2024,26,Brandon Gill,https://en.wikipedia.org/wiki/Brandon_Gill,62.07,Ernest Lineberger,"",35.67,Brandon Gill,http://brandongillforcongress.com,https://www.linebergerforuscongress.com/,"","","","","","",https://www.facebook.com/LinebergerforCongress/,https://x.com/ErnestForTexas,https://www.instagram.com/linebergerforuscongress/,"",https://www.facebook.com/ernest.lineberger,https://www.linkedin.com/in/ernest-lineberger/
Texas,US House of Representatives,2024,27,Michael Cloud,https://en.wikipedia.org/wiki/Michael_Cloud,66.04,Tanya Lloyd,"",33.96,Michael Cloud,http://cloudforcongress.com,https://tanyafortexas.com,"","","","","","",https://www.facebook.com/TanyaForTexas,https://x.com/TanyaforTexas,https://www.instagram.com/tanyafortexas/,"","",""
Texas,US House of Representatives,2024,28,Jay Furman,"",47.2,Henry Cuellar,https://en.wikipedia.org/wiki/Henry_Cuellar,52.8,Henry Cuellar,https://commanderfurman.com,http://henrycuellar.com,https://www.facebook.com/CommanderJayFurman/,https://x.com/CommanderFurman,https://www.instagram.com/CommanderFurman,"","","","","","","","",""
Texas,US House of Representatives,2024,29,Alan Garza,"",34.8,Sylvia Garcia,https://en.wikipedia.org/wiki/Sylvia_Garcia,65.2,Sylvia Garcia,"",http://sylviaforcongress.com,"","","","","","","","","","","",""
Texas,US House of Representatives,2024,30,"","",,Jasmine Crockett,https://en.wikipedia.org/wiki/Jasmine_Crockett,84.9,Jasmine Crockett,"",http://jasmineforus.com,"","","","","","","","","","","",""
Texas,US House of Representatives,2024,31,John Carter,https://en.wikipedia.org/wiki/John_Carter_(Texas_politician),64.5,Stuart Whitlow,"",35.5,John Carter,http://carter.house.gov,https://whitlowforcongress.com,"","","","","","",https://www.facebook.com/WhitlowForCongress/,https://x.com/StuartWhitlow31,https://www.instagram.com/stuartwhitlow31,"","",https://www.linkedin.com/in/stuart-whitlow-18887a10/
Texas,US House of Representatives,2024,32,Darrell Day,"",37.0,Julie Johnson,https://en.wikipedia.org/wiki/Julie_Johnson_(politician),60.4,Julie Johnson,https://dayfortexas.com/,http://juliejohnson.com,https://www.facebook.com/DayforTexas/,https://x.com/dayfortexas,https://www.instagram.com/darrelldayforcongress/,"",https://www.facebook.com/darrell.day.12979/,https://www.linkedin.com/in/darrell-day-a86953/,"","","","","",""
Texas,US House of Representatives,2024,33,Patrick Gillespie,"",31.3,Marc Veasey,https://en.wikipedia.org/wiki/Marc_Veasey,68.7,Marc Veasey,https://patrickgillespie4congress33.com/,http://marcveasey.com,"","","","","","","","","","","",""
Texas,US House of Representatives,2024,34,Mayra Flores,https://en.wikipedia.org/wiki/Mayra_Flores,48.7,Vicente Gonzalez,https://en.wikipedia.org/wiki/Vicente_Gonzalez_(American_politician),51.3,Vicente Gonzalez,https://www.mayrafloresforcongress.com/,http://vicentegonzalez.com,https://www.facebook.com/mayrafloresforcongress,https://x.com/MayraFlores4TX,https://www.instagram.com/mayrafloresforcongress/,"",https://www.facebook.com/mayra.flores.5,"","","","","","",""
Texas,US House of Representatives,2024,35,Steven Wright,"",32.6,Greg Casar,https://en.wikipedia.org/wiki/Greg_Casar,67.4,Greg Casar,https://stevewrightfortx35.com,http://casarforcongress.com,https://www.facebook.com/650778291444429,"","","",https://www.facebook.com/steven.wright.938058/,https://www.linkedin.com/in/steve-wright-5856a2197/,"","","","","",""
Texas,US House of Representatives,2024,36,Brian Babin,https://en.wikipedia.org/wiki/Brian_Babin,69.4,Dayna Steele,"",30.6,Brian Babin,http://babinforcongress.com,https://www.daynasteele.com,"","","","","","",https://www.facebook.com/thedaynasteele,"","","",https://www.facebook.com/daynasteele,https://www.linkedin.com/in/daynasteele
Texas,US House of Representatives,2024,37,Jenny Garcia Sharon,"",23.58,Lloyd Doggett,https://en.wikipedia.org/wiki/Lloyd_Doggett,74.22,Lloyd Doggett,https://jennygarciasharon.com/home,http://votedoggett.com,"",https://x.com/jgs_TX,https://www.instagram.com/jennyforcongress,"","","","","","","","",""
Texas,US House of Representatives,2024,38,Wesley Hunt,https://en.wikipedia.org/wiki/Wesley_Hunt,62.73,Melissa McDonough,"",37.24,Wesley Hunt,http://wesleyfortexas.com,https://melissaforcongress.com,"","","","","","",https://www.facebook.com/MelissaForCD38,"",https://www.instagram.com/melissaforcd38,"",https://www.facebook.com/melissa.mcdonough.547180/,https://www.linkedin.com/company/99033779/admin/dashboard/
Utah,US House of Representatives,2024,1,Blake Moore,https://en.wikipedia.org/wiki/Blake_Moore,63.1,Bill Campbell,"",32.1,Blake Moore,http://electmoore.com,https://www.bill4u.org/,"","","","","","",https://www.facebook.com/Bill4U2024,https://x.com/Bill_4Us,https://www.instagram.com/bill4us/,"",https://www.facebook.com/william.campbell.Bill4U,https://www.linkedin.com/in/william-campbell-cpa-cma-mba-88528414/
Utah,US House of Representatives,2024,2,Celeste Maloy,https://en.wikipedia.org/wiki/Celeste_Maloy,58.0,Nathaniel Woodward,"",34.2,Celeste Maloy,http://celesteforutah.com,https://www.woodwardforutah.com,"","","","","","",https://www.facebook.com/profile.php?id=61560330931846,"","","","",https://www.linkedin.com/in/nathaniel-woodward-55035269/
Utah,US House of Representatives,2024,3,Mike Kennedy,https://en.wikipedia.org/wiki/Mike_Kennedy_(politician),66.4,Glenn Wright,"",33.6,Mike Kennedy,http://mikekennedyforutah.com,https://wrightforutahcongressionaldistrict3.com/,"","","","","","",https://www.facebook.com/wrightforutahcongressionaldistrict3/,https://x.com/SummitCoDem,https://www.instagram.com/glennwrightforcongress/,"",https://www.facebook.com/glenn.wright.58323,https://www.linkedin.com/in/glenn-wright-732ab8a/
Utah,US House of Representatives,2024,4,Burgess Owens,https://en.wikipedia.org/wiki/Burgess_Owens,63.4,Katrina Fallick-Wang,"",30.2,Burgess Owens,http://burgess4utah.com,https://katrinaforcongress.us/,"","","","","","",https://www.facebook.com/kateyforcongress,"",https://www.instagram.com/katrinaforcongress/,"",https://www.facebook.com/katrina.wang.796,https://www.linkedin.com/in/katrinafwang/
Alaska,US House of Representatives,2024,At-Large,Nick Begich III,https://en.wikipedia.org/wiki/Nick_Begich_III,51.22,Mary Peltola,https://en.wikipedia.org/wiki/Mary_Peltola,48.78,Nick Begich III,http://alaskansfornickbegich.com,http://marypeltola.com,"","","","","","","","","","","",""
Arizona,US House of Representatives,2024,1,David Schweikert,https://en.wikipedia.org/wiki/David_Schweikert,51.91,Amish Shah,"",48.09,David Schweikert,http://davidschweikert.com,https://campaigns.moveon.org/endorsements/2024/amish-shah/,"","","","","","","","","","","",""
Arizona,US House of Representatives,2024,2,Eli Crane,https://en.wikipedia.org/wiki/Eli_Crane,54.48,Jonathan Nez,https://en.wikipedia.org/wiki/Jonathan_Nez,45.51,Eli Crane,http://eliforarizona.com,https://www.jonathannezforaz.com/,"","","","","","","","","","","",""
Arizona,US House of Representatives,2024,3,Jeff Zink,"",26.6,Yassamin Ansari,https://en.wikipedia.org/wiki/Yassamin_Ansari,70.9,Yassamin Ansari,"",http://yassaminforcongress.com,"","","","","","","","","","","",""
Arizona,US House of Representatives,2024,4,Kelly Cooper,"",45.45,Greg Stanton,https://en.wikipedia.org/wiki/Greg_Stanton,52.74,Greg Stanton,https://ivoterguide.com/candidate/60740/race/1121/election/1243,http://stantonforarizona.com,"","","","","","","","","","","",""
Arizona,US House of Representatives,2024,5,Andy Biggs,https://en.wikipedia.org/wiki/Andy_Biggs,60.4,Katrina Schaffner,"",39.6,Andy Biggs,http://biggsforarizona.com,https://www.katrinaforarizona.com,"","","","","","",https://www.facebook.com/Katrina4AZ,https://x.com/Katrina4AZ,https://www.instagram.com/Katrina4AZ,"",https://www.facebook.com/katrina.kopczak,https://www.linkedin.com/in/katrina-schaffner-798144297/
Arizona,US House of Representatives,2024,6,Juan Ciscomani,https://en.wikipedia.org/wiki/Juan_Ciscomani,50.0,Kirsten Engel,https://en.wikipedia.org/wiki/Kirsten_Engel,47.48,Juan Ciscomani,http://juanciscomani.com,https://www.engelforarizona.com/,"","","","","","","","","","","",""
Arizona,US House of Representatives,2024,7,Daniel Butierez,"",36.6,Raúl Grijalva,https://en.wikipedia.org/wiki/Ra%C3%BAl_Grijalva,63.4,Raúl Grijalva,https://butierezforcongress.org,https://standwithraul.com/,https://www.facebook.com/profile.php?id=61556219533310,https://x.com/Butierez4C,"","",https://www.facebook.com/daniel.butierez.3,https://www.linkedin.com/in/daniel-butierez-abb057304/,"","","","","",""
Arizona,US House of Representatives,2024,8,Abraham Hamadeh,https://en.wikipedia.org/wiki/Abraham_Hamadeh,56.5,Gregory Whitten,"",43.5,Abraham Hamadeh,http://abeforaz.com,https://whittenforaz.com,"","","","","","",https://www.facebook.com/whittenforaz,https://x.com/whittenforaz,https://www.instagram.com/whittenforaz,"","",https://www.linkedin.com/in/gregory-whitten-94a61612/
Arizona,US House of Representatives,2024,9,Paul Gosar,https://en.wikipedia.org/wiki/Paul_Gosar,65.3,Quacy Smith,"",34.7,Paul Gosar,http://drpaulgosar.com,https://quacysmithforcongress.com/,"","","","","","",https://www.facebook.com/QuacySmithForCongress,https://x.com/QuacySmithAZCD9,https://www.instagram.com/quacysmith4congress,"",https://www.facebook.com/quacysmith,https://www.linkedin.com/in/quacy-l-smith-esq-89b63552/
California,US House of Representatives,2024,1,Doug LaMalfa,https://en.wikipedia.org/wiki/Doug_LaMalfa,65.3,Rose Penelope Yee,"",34.7,Doug LaMalfa,http://douglamalfa.com,https://roseforcongress.com,"","","","","","",https://www.facebook.com/rose4congress,https://x.com/RoseCA1Congress,https://www.instagram.com/rose_for_congress,"",https://www.facebook.com/rose.p.yee,https://www.linkedin.com/in/roseyee/
California,US House of Representatives,2024,2,Chris Coulombe,"",28.1,Jared Huffman,https://en.wikipedia.org/wiki/Jared_Huffman,71.9,Jared Huffman,https://www.christocongress.com/,http://jaredhuffman.com,https://www.facebook.com/christocongress,https://x.com/christocongress,https://www.instagram.com/christocongress/,"",https://www.facebook.com/chris.coulombe.79,https://www.linkedin.com/in/chris-coulombe-3a1457aa/,"","","","","",""
California,US House of Representatives,2024,3,Kevin Kiley,https://en.wikipedia.org/wiki/Kevin_Kiley_(politician),55.5,Jessica Morse,"",44.5,Kevin Kiley,http://electkevinkiley.com,https://www.morseforcongress.com/,"","","","","","","","","","","",""
California,US House of Representatives,2024,4,John Munn,"",33.5,Mike Thompson,https://en.wikipedia.org/wiki/Mike_Thompson_(California_politician),66.5,Mike Thompson,https://munn4congress.com,http://mikethompsonforcongress.com,https://www.facebook.com/Munn4Congress,"","","","","","","","","","",""
California,US House of Representatives,2024,5,Tom McClintock,https://en.wikipedia.org/wiki/Tom_McClintock,61.8,Mike Barkley,"",38.2,Tom McClintock,http://tommcclintock.com,https://mikebarkley4congress.com,"","","","","","",https://www.facebook.com/mjbarkl,https://x.com/mjbarkl,"","","",https://www.linkedin.com/in/mike-barkley-ba97b039/
California,US House of Representatives,2024,6,Christine Bish,"",42.4,Ami Bera,https://en.wikipedia.org/wiki/Ami_Bera,57.6,Ami Bera,https://bishforcongress.com/,http://beraforcongress.com,https://www.facebook.com/BishForCongress/,https://x.com/BishForCongres,https://www.instagram.com/BishforCongress,"",https://www.facebook.com/chrisbishDRE,https://www.linkedin.com/in/christine-bish-1783291a7/,"","","","","",""
California,US House of Representatives,2024,7,Tom Silva,"",33.2,Doris Matsui,https://en.wikipedia.org/wiki/Doris_Matsui,66.8,Doris Matsui,https://www.silvaforcongress.com/news,http://matsuiforcongress.com,"","","",https://web.archive.org/web/2/http://manataforassembly.org/,"","","","","","","",""
California,US House of Representatives,2024,8,Rudy Recile,"",26.0,John Garamendi,https://en.wikipedia.org/wiki/John_Garamendi,74.0,John Garamendi,https://rudyforuscongress.com,http://garamendi.org,https://www.facebook.com/rudyforuscongress,https://x.com/Rudy4USCongress,"","",https://www.facebook.com/RecileRudy,https://www.linkedin.com/in/rudy-recile-b9a7b86/,"","","","","",""
